,movieId,title,genres,tag,top_5_tags
1313,33162,Kingdom of Heaven (2005),"Action, Drama, Romance, War","[('David Thewlis', 1), ('Eva Green', 1), ('Liam Neeson', 1), ('Orlando Bloom', 1)]","David Thewlis, Eva Green, Liam Neeson, Orlando Bloom"
1314,33166,Crash (2004),"Crime, Drama","[('racism', 1)]",racism
1315,33493,Star Wars: Episode III - Revenge of the Sith (2005),"Action, Adventure, Sci-Fi","[('space', 1), ('space opera', 1)]","space, space opera"
1316,33660,Cinderella Man (2005),"Drama, Romance","[('boksdrama', 1), ('boxing', 1)]","boksdrama, boxing"
1317,34150,Fantastic Four (2005),"Action, Adventure, Sci-Fi","[('Chris Evans', 1), ('comic book', 1), ('heroine in tight suit', 1), ('Jessica Alba', 1), ('sexy female scientist', 1), ('superhero', 1)]","Chris Evans, comic book, heroine in tight suit, Jessica Alba, sexy female scientist"
1318,34162,Wedding Crashers (2005),"Comedy, Romance","[('stiller', 1)]",stiller
1319,34271,Hustle & Flow (2005),"Crime, Drama","[('hip hop', 1)]",hip hop
1320,34323,The Devil's Rejects (2005),"Action, Crime, Horror","[('Rob Zombie', 1)]",Rob Zombie
1321,34359,Georgy Girl (1966),Comedy,"[('pregnancy', 1)]",pregnancy
1322,34405,Serenity (2005),"Action, Adventure, Sci-Fi","[('predictable', 1), ('Firefly', 1)]","predictable, Firefly"
1323,34437,Broken Flowers (2005),"Comedy, Drama","[('In Netflix queue', 1)]",In Netflix queue
1324,34482,The Browning Version (1951),Drama,"[('In Netflix queue', 1)]",In Netflix queue
1325,34528,Junebug (2005),"Comedy, Drama","[('pregnancy', 1)]",pregnancy
1326,34542,Grizzly Man (2005),Documentary,"[('Animal movie', 1), ('bears', 1)]","Animal movie, bears"
1327,35015,Duma (2005),"Adventure, Drama","[('Animal movie', 1), ('In Netflix queue', 1)]","Animal movie, In Netflix queue"
1328,35836,The 40-Year-Old Virgin (2005),"Comedy, Romance","[('BEST PICTURE', 1), ('classic', 1), ('hilarious', 1), ('steve carell', 1)]","BEST PICTURE, classic, hilarious, steve carell"
1329,36517,The Constant Gardener (2005),"Drama, Thriller","[('Africa', 1), ('business', 1), ('politics', 1)]","Africa, business, politics"
1330,36527,Proof (2005),Drama,"[('mathematics', 1)]",mathematics
1331,36529,Lord of War (2005),"Action, Crime, Drama, Thriller, War","[('wapendrama', 1)]",wapendrama
1332,36535,Everything Is Illuminated (2005),"Comedy, Drama","[('In Netflix queue', 1)]",In Netflix queue
1333,37240,Why We Fight (2005),Documentary,"[('In Netflix queue', 1)]",In Netflix queue
1334,37384,Waiting... (2005),Comedy,"[('restaurant', 1)]",restaurant
1335,37729,Corpse Bride (2005),"Animation, Comedy, Fantasy, Musical, Romance","[('gothic', 1), ('helena bonham carter', 1), ('Johnny Depp', 1), ('Tim Burton', 1), ('visually appealing', 1), ('animation', 1), ('06 Oscar Nominated Best Movie - Animation', 1)]","gothic, helena bonham carter, Johnny Depp, Tim Burton, visually appealing"
1336,37733,"History of Violence, A (2005)","Action, Crime, Drama, Thriller","[('In Netflix queue', 1)]",In Netflix queue
1337,37736,Oliver Twist (2005),Drama,"[('Dickens', 1)]",Dickens
1338,37741,Capote (2005),"Crime, Drama","[('Truman Capote', 1)]",Truman Capote
1339,38038,Wallace & Gromit in The Curse of the Were-Rabbit (2005),"Adventure, Animation, Children, Comedy","[('06 Oscar Nominated Best Movie - Animation', 1), ('Aardman', 1)]","06 Oscar Nominated Best Movie - Animation, Aardman"
1340,38061,Kiss Kiss Bang Bang (2005),"Comedy, Crime, Mystery, Thriller","[('black comedy', 1), ('clever', 1), ('fast-paced dialogue', 1), ('good dialogue', 1), ('Robert Downey Jr.', 1), ('witty', 1), ('In Netflix queue', 1)]","black comedy, clever, fast-paced dialogue, good dialogue, Robert Downey Jr."
1341,38798,In Her Shoes (2005),"Comedy, Drama","[('sisters', 1)]",sisters
1342,38886,The Squid and the Whale (2005),"Comedy, Drama","[('divorce', 1)]",divorce
1343,39234,North Country (2005),Drama,"[('courtroom drama', 1), ('In Netflix queue', 1)]","courtroom drama, In Netflix queue"
1344,39292,"Good Night, and Good Luck. (2005)","Crime, Drama","[('In Netflix queue', 1), ('journalism', 1), ('McCarthy hearings', 1), ('Morrow', 1)]","In Netflix queue, journalism, McCarthy hearings, Morrow"
1345,40278,Jarhead (2005),"Action, Drama, War","[('Jake Gyllenhaal', 1), ('Modern war', 1)]","Jake Gyllenhaal, Modern war"
1346,40491,The Match Factory Girl (Tulitikkutehtaan tyttö) (1990),"Comedy, Drama","[('depression', 1)]",depression
1347,40583,Syriana (2005),"Drama, Thriller","[('In Netflix queue', 1)]",In Netflix queue
1348,40629,Pride & Prejudice (2005),"Drama, Romance","[('In Netflix queue', 1)]",In Netflix queue
1349,40815,Harry Potter and the Goblet of Fire (2005),"Adventure, Fantasy, Thriller, IMAX","[('Magic', 1), ('Wizards', 1)]","Magic, Wizards"
1350,40819,Walk the Line (2005),"Drama, Musical, Romance","[('Johnny Cash', 1)]",Johnny Cash
1351,40955,Breakfast on Pluto (2005),"Comedy, Drama","[('transvestite', 1)]",transvestite
1352,41566,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe (2005)","Adventure, Children, Fantasy","[('C.S. Lewis', 1)]",C.S. Lewis
1353,41569,King Kong (2005),"Action, Adventure, Drama, Fantasy, Thriller","[('big budget', 1)]",big budget
1354,41997,Munich (2005),"Action, Crime, Drama, Thriller","[('In Netflix queue', 1)]",In Netflix queue
1355,42002,The Producers (2005),"Comedy, Musical","[('In Netflix queue', 1)]",In Netflix queue
1356,42422,Voices of a Distant Star (Hoshi no koe) (2003),"Animation, Drama, Romance, Sci-Fi","[('love', 1)]",love
1357,42632,Lady Vengeance (Sympathy for Lady Vengeance) (Chinjeolhan geumjassi) (2005),"Crime, Drama, Mystery, Thriller","[('brutality', 1)]",brutality
1358,42740,Looking for Comedy in the Muslim World (2005),Comedy,"[('In Netflix queue', 1)]",In Netflix queue
1359,44665,Lucky Number Slevin (2006),"Crime, Drama, Mystery","[('twist ending', 1)]",twist ending
1360,44889,Reefer Madness: The Movie Musical (2005),"Comedy, Drama, Musical","[('satire', 1)]",satire
1361,45447,The Da Vinci Code (2006),"Drama, Mystery, Thriller","[('adventure', 1), ('Audrey Tautou', 1), ('conspiracy theory', 1), ('Mystery', 1), ('Paris', 1), ('Tom Hanks', 1), ('treasure hunt', 1)]","adventure, Audrey Tautou, conspiracy theory, Mystery, Paris"
1362,45499,X-Men: The Last Stand (2006),"Action, Sci-Fi, Thriller","[('Halle Berry', 1), ('Hugh Jackman', 1)]","Halle Berry, Hugh Jackman"
1363,45730,Lady in the Water (2006),"Drama, Fantasy, Mystery","[('bad', 1), ('disappointing', 1), ('faerie tale', 1), ('fairy tale', 1), ('far fetched', 1), ('M. Night Shyamalan', 1), ('Paul Giamatti', 1)]","bad, disappointing, faerie tale, fairy tale, far fetched"
1364,45880,Marie Antoinette (2006),"Drama, Romance","[('cinematography', 1), ('lyrical', 1)]","cinematography, lyrical"
1365,46723,Babel (2006),"Drama, Thriller","[('Brad Pitt', 1), ('cate blanchett', 1), ('multiple storylines', 1), ('social commentary', 1)]","Brad Pitt, cate blanchett, multiple storylines, social commentary"
1366,46972,Night at the Museum (2006),"Action, Comedy, Fantasy, IMAX","[('Ben Stiller', 1), ('Robin Williams', 1)]","Ben Stiller, Robin Williams"
1367,46976,Stranger than Fiction (2006),"Comedy, Drama, Fantasy, Romance","[('emma thompson', 1), ('Maggie Gyllenhaal', 1), ('modern fantasy', 1), ('romance', 1), ('surreal', 1), ('Will Ferrell', 1)]","emma thompson, Maggie Gyllenhaal, modern fantasy, romance, surreal"
1368,47610,The Illusionist (2006),"Drama, Fantasy, Mystery, Romance","[('costume drama', 1), ('Edward Norton', 1), ('magic', 1), ('Paul Giamatti', 1)]","costume drama, Edward Norton, magic, Paul Giamatti"
1369,48394,"Pan's Labyrinth (Laberinto del fauno, El) (2006)","Drama, Fantasy, Thriller","[('atmospheric', 1), ('bittersweet', 1), ('visually appealing', 1)]","atmospheric, bittersweet, visually appealing"
1370,48516,The Departed (2006),"Crime, Drama, Thriller","[('Leonardo DiCaprio', 2), ('suspense', 2), ('way too long', 1), ('twist ending', 1), ('undercover cop', 1), ('atmospheric', 1), ('Jack Nicholson', 1), ('Martin Scorsese', 1)]","Leonardo DiCaprio, suspense, way too long, twist ending, undercover cop"
1371,48698,Deliver Us from Evil (2006),Documentary,"[('the catholic church is the most corrupt organization in history', 1)]",the catholic church is the most corrupt organization in history
1372,48780,The Prestige (2006),"Drama, Mystery, Sci-Fi, Thriller","[('ummarti2006', 1), ('atmospheric', 1), ('enigmatic', 1)]","ummarti2006, atmospheric, enigmatic"
1373,49130,"Good Year, A (2006)","Comedy, Drama, Romance","[('Marion Cotillard', 1)]",Marion Cotillard
1374,49530,Blood Diamond (2006),"Action, Adventure, Crime, Drama, Thriller, War","[('Africa', 1), ('corruption', 1), ('Jennifer Connelly', 1), ('justice', 1), ('Leonardo DiCaprio', 1)]","Africa, corruption, Jennifer Connelly, justice, Leonardo DiCaprio"
1375,50872,Ratatouille (2007),"Animation, Children, Drama","[('inspirational', 2), ('a clever chef rat', 1), ('clever', 1)]","inspirational, a clever chef rat, clever"
1376,51255,Hot Fuzz (2007),"Action, Comedy, Crime, Mystery","[('british comedy', 1)]",british comedy
1377,52287,Meet the Robinsons (2007),"Action, Adventure, Animation, Children, Comedy, Sci-Fi","[('Something for everyone in this one... saw it without and plan on seeing it with kids!', 1)]",Something for everyone in this one... saw it without and plan on seeing it with kids!
1378,52604,Fracture (2007),"Crime, Drama, Mystery, Thriller","[('Anthony Hopkins', 1), ('courtroom drama', 1), ('twist ending', 1)]","Anthony Hopkins, courtroom drama, twist ending"
1379,52712,The Invisible (2007),"Crime, Drama, Fantasy, Mystery, Thriller","[('HORRIBLE ACTING', 1), ('interesting', 1)]","HORRIBLE ACTING, interesting"
1380,52885,Paprika (Papurika) (2006),"Animation, Mystery, Sci-Fi","[('dreamlike', 1)]",dreamlike
1381,53127,Bug (2007),"Drama, Horror, Thriller","[('based on a play', 1), ('conspiracy theory', 1), ('creepy', 1), ('Insanity', 1), ('paranoia', 1), ('PTSD', 1)]","based on a play, conspiracy theory, creepy, Insanity, paranoia"
1382,53464,Fantastic Four: Rise of the Silver Surfer (2007),"Action, Adventure, Sci-Fi","[('bad acting', 1), ('bad jokes', 1), ('bad plot', 1), ('Chris Evans', 1), ('Jessica Alba', 1), ('Marvel', 1), ('sexy female scientist', 1)]","bad acting, bad jokes, bad plot, Chris Evans, Jessica Alba"
1383,53468,Fido (2006),"Comedy, Horror, Thriller","[('zombies', 1)]",zombies
1384,54286,The Bourne Ultimatum (2007),"Action, Crime, Thriller","[('assassin', 1), ('assassin-in-training (scene)', 1), ('espionage', 1), ('Robert Ludlum', 1)]","assassin, assassin-in-training (scene), espionage, Robert Ludlum"
1385,54503,Superbad (2007),Comedy,"[('friendship', 1), ('high school', 1), ('Michael Cera', 1), ('nerds', 1), ('self discovery', 1), ('shenanigans', 1), ('virginity', 1)]","friendship, high school, Michael Cera, nerds, self discovery"
1386,54997,3:10 to Yuma (2007),"Action, Crime, Drama, Western","[('Christian Bale', 1)]",Christian Bale
1387,55167,Tekkonkinkreet (Tekkon kinkurîto) (2006),"Action, Adventure, Animation, Crime, Fantasy","[('anime', 1)]",anime
1388,55290,Gone Baby Gone (2007),"Crime, Drama, Mystery","[('Casey Affleck', 1), ('great performances', 1), ('twist', 1)]","Casey Affleck, great performances, twist"
1389,55721,Elite Squad (Tropa de Elite) (2007),"Action, Crime, Drama, Thriller","[('Favelas', 1)]",Favelas
1390,55765,American Gangster (2007),"Crime, Drama, Thriller","[('corruption', 1), ('Denzel Washington', 1), ('mafia', 1), ('organized crime', 1)]","corruption, Denzel Washington, mafia, organized crime"
1391,56174,I Am Legend (2007),"Action, Horror, Sci-Fi, Thriller, IMAX","[('alone in the world', 1), ('apocalypse', 1), ('based on a book', 1), ('last man on earth', 1), ('plot holes', 1), ('Post apocalyptic', 1), ('post-apocalyptic', 1), ('religion', 1), ('vampire', 1)]","alone in the world, apocalypse, based on a book, last man on earth, plot holes"
1392,56367,Juno (2007),"Comedy, Drama, Romance","[('Michael Cera', 1), ('notable soundtrack', 1), ('pregnancy', 1), ('teenage pregnancy', 1), ('witty', 1)]","Michael Cera, notable soundtrack, pregnancy, teenage pregnancy, witty"
1393,56782,There Will Be Blood (2007),"Drama, Western","[('atmospheric', 1), ('cerebral', 1), ('character study', 1), ('gritty', 1), ('intense', 1), ('long shots', 1), ('morality', 1), ('visually appealing', 1)]","atmospheric, cerebral, character study, gritty, intense"
1394,57502,Cat Soup (Nekojiru-so) (2001),"Adventure, Animation, Drama, Horror","[('abstract', 1), ('dark', 1), ('psychedelic', 1), ('surreal', 1)]","abstract, dark, psychedelic, surreal"
1395,57669,In Bruges (2008),"Comedy, Crime, Drama, Thriller","[('black comedy', 1), ('Colin Farrell', 1), ('dark comedy', 1), ('drugs', 1), ('friendship', 1), ('irreverent', 1), ('Ralph Fiennes', 1), ('stylized', 1)]","black comedy, Colin Farrell, dark comedy, drugs, friendship"
1396,58047,"Definitely, Maybe (2008)","Comedy, Drama, Romance","[('Rachel Weisz', 1), ('Ryan Reynolds', 1)]","Rachel Weisz, Ryan Reynolds"
1397,58295,The Bank Job (2008),"Action, Crime, Thriller","[('heist', 1), ('robbery', 1), ('small time criminals', 1)]","heist, robbery, small time criminals"
1398,58301,Funny Games U.S. (2007),"Drama, Thriller","[('dark humor', 2), ('dark', 1), ('intelligent', 1), ('thought-provoking', 1)]","dark humor, dark, intelligent, thought-provoking"
1399,58559,The Dark Knight (2008),"Action, Crime, Drama, IMAX","[('psychology', 1), ('superhero', 1), ('dark', 1), ('gritty', 1)]","psychology, superhero, dark, gritty"
1400,59103,The Forbidden Kingdom (2008),"Action, Adventure, Comedy, Fantasy","[('jackie chan', 1), ('kung fu', 1)]","jackie chan, kung fu"
1401,59141,Son of Rambow (2007),"Children, Comedy, Drama","[('movies about movies', 1)]",movies about movies
1402,59501,The Chronicles of Narnia: Prince Caspian (2008),"Adventure, Children, Fantasy","[('fantasy', 1), ('lion', 1), ('narnia', 1), ('Tilda Swinton', 1)]","fantasy, lion, narnia, Tilda Swinton"
1403,60069,WALL·E (2008),"Adventure, Animation, Children, Romance, Sci-Fi","[('last man on earth', 1), ('love story', 1), ('Post apocalyptic', 1), ('social commentary', 1)]","last man on earth, love story, Post apocalyptic, social commentary"
1404,60074,Hancock (2008),"Action, Adventure, Comedy, Crime, Fantasy","[('bad script', 1), ('Charlize Theron', 1), ('Will Smith', 1)]","bad script, Charlize Theron, Will Smith"
1405,60126,Get Smart (2008),"Action, Comedy","[('Anne Hathaway', 1), ('Steve Carell', 1)]","Anne Hathaway, Steve Carell"
1406,60516,Meet Dave (2008),"Adventure, Children, Comedy, Romance, Sci-Fi","[('enjoyable', 1)]",enjoyable
1407,60756,Step Brothers (2008),Comedy,"[('funny', 3), ('will ferrell', 3), ('Highly quotable', 1), ('comedy', 1)]","funny, will ferrell, Highly quotable, comedy"
1408,60950,Vicky Cristina Barcelona (2008),"Comedy, Drama, Romance","[('threesome', 1)]",threesome
1409,61024,Pineapple Express (2008),"Action, Comedy, Crime","[('comedy', 1), ('James Franco', 1), ('Seth Rogen', 1), ('Stoner Movie', 1)]","comedy, James Franco, Seth Rogen, Stoner Movie"
1410,61323,Burn After Reading (2008),"Comedy, Crime, Drama","[('dark comedy', 2), ('Brad Pitt', 1), ('Coen Bros', 1), ('Coen Brothers', 1), ('espionage', 1), ('George Clooney', 1), ('John Malkovich', 1), ('satire', 1), ('twists & turns', 1), ('weird', 1)]","dark comedy, Brad Pitt, Coen Bros, Coen Brothers, espionage"
1411,62336,FLCL (2000),"Animation, Comedy, Fantasy, Sci-Fi","[('2D animation', 1), ('cult film', 1), ('stylish', 1), ('surreal', 1)]","2D animation, cult film, stylish, surreal"
1412,62434,Zack and Miri Make a Porno (2008),"Comedy, Drama, Romance","[('Seth Rogen', 1), ('Sexual Humor', 1)]","Seth Rogen, Sexual Humor"
1413,63062,Changeling (2008),"Crime, Drama, Mystery","[('emotional', 1)]",emotional
1414,63992,Twilight (2008),"Drama, Fantasy, Romance, Thriller","[('audience intelligence underestimated', 1), ('boring', 1), ('chick flick', 1), ('overrated', 1), ('Teen movie', 1)]","audience intelligence underestimated, boring, chick flick, overrated, Teen movie"
1415,64034,The Boy in the Striped Pajamas (Boy in the Striped Pyjamas,"Drama, War","[('childish naivity', 1), ('friendship', 1)]","childish naivity, friendship"
1416,66097,Coraline (2009),"Animation, Fantasy, Thriller","[('claymation', 1), ('creepy', 1), ('dark', 1), ('dark fairy tale', 1), ('Surreal', 1), ('Tim Burton', 1)]","claymation, creepy, dark, dark fairy tale, Surreal"
1417,66934,Dr. Horrible's Sing-Along Blog (2008),"Comedy, Drama, Musical, Sci-Fi","[('joss whedon', 1), ('Nathan Fillion', 1), ('Neil Patrick Harris', 1), ('parody', 1)]","joss whedon, Nathan Fillion, Neil Patrick Harris, parody"
1418,67087,"I Love You, Man (2009)",Comedy,"[('Andy Samberg', 1), ('bromance', 1), ('bromantic', 1), ('comedy', 1), ('Jaime Pressly', 1), ('Jason Segel', 1), ('masculinity', 1), ('Paul Rudd', 1)]","Andy Samberg, bromance, bromantic, comedy, Jaime Pressly"
1419,67695,Observe and Report (2009),"Action, Comedy","[('Seth Rogen', 1)]",Seth Rogen
1420,68157,Inglourious Basterds (2009),"Action, Drama, War","[('black comedy', 1), ('Brad Pitt', 1), ('Christoph Waltz', 1), ('Quentin Tarantino', 1), ('satire', 1)]","black comedy, Brad Pitt, Christoph Waltz, Quentin Tarantino, satire"
1421,68237,Moon (2009),"Drama, Mystery, Sci-Fi, Thriller","[('2001-like', 1), ('Sci-fi', 1), ('solitude', 1)]","2001-like, Sci-fi, solitude"
1422,68319,X-Men Origins: Wolverine (2009),"Action, Sci-Fi, Thriller","[('comic book', 2), ('bad plot', 1), ('hugh jackman', 1), ('Ryan Reynolds', 1), ('too many characters', 1)]","comic book, bad plot, hugh jackman, Ryan Reynolds, too many characters"
1423,68358,Star Trek (2009),"Action, Adventure, Sci-Fi, IMAX","[('future', 1), ('lack of development', 1), ('lack of story', 1), ('quick cuts', 1), ('sci-fi', 1), ('Simon Pegg', 1), ('space', 1), ('space travel', 1), ('time travel', 1)]","future, lack of development, lack of story, quick cuts, sci-fi"
1424,68791,Terminator Salvation (2009),"Action, Adventure, Sci-Fi, Thriller","[('artificial intelligence', 1), ('bad acting', 1), ('bad plot', 1), ('bad script', 1), ('Christian Bale', 1), ('FIGHTING THE SYSTEM', 1), ('franchise', 1), ('new composer', 1), ('post-apocalyptic', 1), ('robots', 1), ('sci-fi', 1), ('sequel', 1)]","artificial intelligence, bad acting, bad plot, bad script, Christian Bale"
1425,68848,The Brothers Bloom (2008),"Adventure, Comedy, Crime, Romance","[('Adrien Brody', 1), ('con artists', 1), ('funny', 1), ('interesting characters', 1), ('Mark Ruffalo', 1), ('Rachel Weisz', 1)]","Adrien Brody, con artists, funny, interesting characters, Mark Ruffalo"
1426,68945,Neon Genesis Evangelion: Death & Rebirth (Shin seiki Evangelion Gekijô-ban: Shito shinsei) (1997),"Action, Animation, Mystery, Sci-Fi","[('Recap', 1)]",Recap
1427,68954,Up (2009),"Adventure, Animation, Children, Drama","[('adventure', 1), ('Bechdel Test:Fail', 1), ('cartoon', 1), ('children', 1), ('computer animation', 1), ('divorce', 1), ('dogs', 1), ('dreams', 1), ('Pixar', 1), ('bittersweet', 1), ('emotional', 1), ('heartbreaking', 1), ('touching', 1)]","adventure, Bechdel Test:Fail, cartoon, children, computer animation"
1428,69122,The Hangover (2009),"Comedy, Crime","[('casino', 1), ('comedy', 1), ('funny', 1), ('hotel', 1), ('Las Vegas', 1)]","casino, comedy, funny, hotel, Las Vegas"
1429,69481,The Hurt Locker (2008),"Action, Drama, Thriller, War","[('war', 1)]",war
1430,69526,Transformers: Revenge of the Fallen (2009),"Action, Adventure, Sci-Fi, IMAX","[('bad plot', 1), ('Michael Bay', 1), ('needed more autobots', 1), ('plot holes', 1), ('ridiculous', 1), ('Shia LaBeouf', 1), ('stop using useless characters for filler', 1)]","bad plot, Michael Bay, needed more autobots, plot holes, ridiculous"
1431,69757,(500) Days of Summer (2009),"Comedy, Drama, Romance","[('artistic', 1), ('Funny', 1), ('humorous', 1), ('inspiring', 1), ('intelligent', 1), ('quirky', 1), ('romance', 1), ('Zooey Deschanel', 1)]","artistic, Funny, humorous, inspiring, intelligent"
1432,70286,District 9 (2009),"Mystery, Sci-Fi, Thriller","[('intelligent sci-fi', 1)]",intelligent sci-fi
1433,71494,The Haunted World of El Superbeasto (2009),"Action, Animation, Comedy, Horror, Thriller","[('Narrative pisstake', 1)]",Narrative pisstake
1434,71535,Zombieland (2009),"Action, Comedy, Horror","[('Bill Murray', 1), ('dark comedy', 1), ('Emma Stone', 1), ('funny', 1), ('Jesse Eisenberg', 1), ('Woody Harrelson', 1)]","Bill Murray, dark comedy, Emma Stone, funny, Jesse Eisenberg"
1435,71899,Mary and Max (2009),"Animation, Comedy, Drama","[('bittersweet', 1), ('black comedy', 1), ('character study', 1), ('dark comedy', 1), ('friendship', 1), ('loneliness', 1), ('mental illness', 1), ('philosophical', 1), ('poignant', 1), ('quirky', 1), ('sad', 1), ('sweet', 1), ('touching', 1)]","bittersweet, black comedy, character study, dark comedy, friendship"
1436,72224,Gentlemen Broncos (2009),Comedy,"[('bad humor', 1)]",bad humor
1437,72998,Avatar (2009),"Action, Adventure, Sci-Fi, IMAX","[('graphic design', 2), ('bad science', 1), ('futuristic', 1), ('James Cameron', 1), ('military', 1), ('poor dialogue', 1), ('sci-fi', 1), ('superficial plot', 1), ('unoriginal', 1), ('white guilt', 1), ('beautiful scenery', 1), ('music', 1), ('politics', 1), ('romance', 1), ('thought-provoking', 1), ('too long', 1), ('visually stunning', 1)]","graphic design, bad science, futuristic, James Cameron, military"
1438,74458,Shutter Island (2010),"Drama, Mystery, Thriller","[('insanity', 1), ('Leonardo DiCaprio', 1), ('Martin Scorsese', 1), ('plot twist', 1), ('psychological', 1), ('Psychological Thriller', 1), ('thought-provoking', 1)]","insanity, Leonardo DiCaprio, Martin Scorsese, plot twist, psychological"
1439,74791,"Town Called Panic, A (Panique au village) (2009)",Animation,"[('surreal', 1), ('whimsical', 1)]","surreal, whimsical"
1440,79132,Inception (2010),"Action, Crime, Drama, Mystery, Sci-Fi, Thriller, IMAX","[('thought-provoking', 3), ('visually appealing', 2), ('dreamlike', 2), ('philosophy', 2), ('action', 1), ('alternate reality', 1), ('Leonardo DiCaprio', 1), ('sci-fi', 1), ('surreal', 1), ('big budget', 1), ('clever', 1), ('complicated', 1), ('dead wife', 1), ('great soundtrack', 1), ('heist', 1), ('intellectual', 1), ('mindfuck', 1), ('psychological', 1), ('psychology', 1), ('suspense', 1), ('cerebral', 1)]","thought-provoking, visually appealing, dreamlike, philosophy, action"
1441,79702,Scott Pilgrim vs. the World (2010),"Action, Comedy, Fantasy, Musical, Romance","[('geeky', 1), ('Michael Cera', 1), ('stylized', 1), ('video games', 1)]","geeky, Michael Cera, stylized, video games"
1442,80463,The Social Network (2010),Drama,"[('good dialogue', 1), ('loneliness', 1), ('witty', 1)]","good dialogue, loneliness, witty"
1443,80489,The Town (2010),"Crime, Drama, Thriller","[('crime', 1), ('FBI', 1), ('romance', 1), ('too much love interest', 1)]","crime, FBI, romance, too much love interest"
1444,80834,Sintel (2010),"Animation, Fantasy","[('adventure', 1), ('animation', 1), ('fantasy', 1)]","adventure, animation, fantasy"
1445,80906,Inside Job (2010),Documentary,"[('business', 1), ('corruption', 1), ('economics', 1), ('investor corruption', 1), ('politics', 1), ('truth', 1)]","business, corruption, economics, investor corruption, politics"
1446,81158,Restrepo (2010),"Documentary, War","[('american idolatry', 1)]",american idolatry
1447,81562,127 Hours (2010),"Adventure, Drama, Thriller","[('stranded', 1)]",stranded
1448,81591,Black Swan (2010),"Drama, Thriller","[('alter ego', 1), ('atmospheric', 1), ('creepy', 1), ('horror', 1), ('obsession', 1), ('surreal', 1)]","alter ego, atmospheric, creepy, horror, obsession"
1449,82242,Rare Exports: A Christmas Tale (Rare Exports) (2010),"Action, Comedy","[('male nudity', 1)]",male nudity
1450,82459,True Grit (2010),Western,"[('atmospheric', 1), ('Coen Brothers', 1), ('Jeff Bridges', 1), ('Matt Damon', 1), ('predictable', 1)]","atmospheric, Coen Brothers, Jeff Bridges, Matt Damon, predictable"
1451,82461,Tron: Legacy (2010),"Action, Adventure, Sci-Fi, IMAX","[('action choreography', 1), ('Horrid characterisation', 1), ('Poor plot development', 1), ('sequel', 1), ('soundtrack', 1)]","action choreography, Horrid characterisation, Poor plot development, sequel, soundtrack"
1452,83134,Tucker & Dale vs Evil (2010),"Comedy, Horror","[('black comedy', 1)]",black comedy
1453,85565,Chalet Girl (2011),"Comedy, Romance","[('Comedy', 1)]",Comedy
1454,87430,Green Lantern (2011),"Action, Adventure, Sci-Fi","[('audience intelligence underestimated', 1), ('CGI', 1), ('cheesy', 1), ('comic book', 1), ('DC', 1), ('DC Comics', 1), ('Ryan Reynolds', 1), ('space', 1), ('superhero', 1)]","audience intelligence underestimated, CGI, cheesy, comic book, DC"
1455,88094,Upside Down: The Creation Records Story (2010),Documentary,"[('britpop', 1), ('indie record label', 1), ('music', 1)]","britpop, indie record label, music"
1456,88405,Friends with Benefits (2011),"Comedy, Romance","[('comedy', 1), ('funny', 1), ('happy ending', 1), ('HOT actress', 1), ('Justin Timberlake', 1), ('Mila Kunis', 1), ('New York City', 1), ('romance', 1), ('sex', 1)]","comedy, funny, happy ending, HOT actress, Justin Timberlake"
1457,89745,The Avengers (2012),"Action, Adventure, Sci-Fi, IMAX","[('Captain America', 1), ('silly', 1), ('superhero', 1), ('superhero team', 1), ('fun', 1), ('great humor', 1), ('visually appealing', 1)]","Captain America, silly, superhero, superhero team, fun"
1458,89774,Warrior (2011),Drama,"[('Boxing story', 1), ('MMA', 1), ('Tom Hardy', 1)]","Boxing story, MMA, Tom Hardy"
1459,90439,Margin Call (2011),"Drama, Thriller","[('bank', 1), ('big corporations', 1), ('business', 1), ('corruption', 1), ('financial crisis', 1), ('Kevin Spacey', 1), ('realistic', 1), ('suspense', 1), ('Wall Street', 1)]","bank, big corporations, business, corruption, financial crisis"
1460,90769,Starsuckers (2009),Documentary,"[('celebrity fetishism', 1), ('mediacentralism', 1), ('system holism', 1)]","celebrity fetishism, mediacentralism, system holism"
1461,91500,The Hunger Games (2012),"Action, Adventure, Drama, Sci-Fi, Thriller","[('ending', 1)]",ending
1462,91529,The Dark Knight Rises (2012),"Action, Adventure, Crime, IMAX","[('Anne Hathaway', 1), ('Christian Bale', 1), ('Christopher Nolan', 1), ('comic book', 1), ('great ending', 1), ('Morgan Freeman', 1), ('political commentary', 1), ('superhero', 1)]","Anne Hathaway, Christian Bale, Christopher Nolan, comic book, great ending"
1463,92259,Intouchables (2011),"Comedy, Drama","[('emotional', 1), ('sexuality', 1)]","emotional, sexuality"
1464,94959,Moonrise Kingdom (2012),"Comedy, Drama, Romance","[('quirky', 1)]",quirky
1465,95067,"Thousand Words, A (2012)","Comedy, Drama","[('interesting scenario', 1)]",interesting scenario
1466,95441,Ted (2012),"Comedy, Fantasy","[('crude humor', 1)]",crude humor
1467,95558,Beasts of the Southern Wild (2012),"Drama, Fantasy","[('Beautiful', 1), ('emotional', 1), ('poetic', 1)]","Beautiful, emotional, poetic"
